date,FA894123005.Q,FA793068005.Q,FA893169005.Q,FA893065005.Q,FA893065105.Q,FA893065405.Q,FA893065505.Q,FA893065603.Q,FA153166000.Q,FA894123005.Q,FA384123005.Q,FA154123005.Q,FA104123005.Q,FA114123005.Q,FA313165403.Q,FA213169203.Q,FA794123005.Q,FA763169305.Q,FA473169333.Q,FA513169333.Q,FA543169373.Q,FA403169283.Q,FA614123005.Q,FA644123005.Q,FA664123005.Q,FA733168003.Q,FA504123005.Q,FA264123005.Q,FA894123005.Q,FA384023005.Q,FA154023005.Q,FA104023005.Q,FA114023005.Q,FA314023005.Q,FA213065005.Q,FA794023005.Q,FA713068005.Q,FA764023005.Q,FA754023005.Q,FA744023003.Q,FA474023000.Q,FA513065503.Q,FA544023005.Q,FA573065005.Q,FA223065043.Q,FA653069803.Q,FA404023005.Q,FA413065005.Q,FA674023005.Q,FA614023005.Q,FA643065005.Q,FA663069005.Q,FA733069005.Q,FA503069805.Q,FA263069500.Q
1985:Q1,435728.00,45980.00,-3732.00,294010.00,202928.00,21604.00,68278.00,1200.00,99470.00,435728.00,484720.00,308042.00,63631.00,103286.00,-100.00,9860.00,-35948.00,1156.00,0.00,0.00,0.00,0.00,-9636.00,80.00,-25968.00,-1580.00,0.00,-13044.00,435728.00,109842.00,73284.00,-4262.00,6792.00,25804.00,8224.00,332358.00,0.00,190352.00,2820.00,2088.00,12828.00,820.00,14803.00,5224.00,256.00,0.00,20448.00,60184.00,2015.00,24992.00,396.00,-4880.00,12.00,0.00,-6472.00
1985:Q2,456663.00,40640.00,96872.00,239797.00,142852.00,25896.00,75621.00,-4572.00,79354.00,456663.00,408379.00,251558.00,38628.00,105229.00,-80.00,13044.00,65608.00,20728.00,0.00,0.00,0.00,0.00,-7516.00,308.00,53464.00,-1376.00,0.00,-17324.00,456663.00,74734.00,22664.00,11614.00,5936.00,25976.00,8544.00,382217.00,0.00,161144.00,9988.00,2628.00,10332.00,712.00,14482.00,3052.00,104.00,0.00,27908.00,68228.00,7499.00,50052.00,572.00,25056.00,460.00,0.00,-288.00
1985:Q3,484255.00,72100.00,70564.00,256265.00,176252.00,22696.00,68685.00,-11368.00,85326.00,484255.00,422611.00,308766.00,55567.00,53658.00,-52.00,4672.00,52192.00,25452.00,0.00,0.00,0.00,1200.00,25748.00,440.00,-4424.00,3776.00,0.00,9452.00,484255.00,27098.00,-41436.00,26042.00,3816.00,28276.00,10400.00,454517.00,0.00,208816.00,27104.00,2496.00,6148.00,600.00,13079.00,-1772.00,-96.00,0.00,27036.00,88968.00,3550.00,71284.00,604.00,8360.00,-1660.00,0.00,2640.00
1985:Q4,538942.00,50652.00,166428.00,250052.00,198368.00,43804.00,66468.00,-58588.00,71810.00,538942.00,454638.00,332098.00,98017.00,19427.00,-44.00,5140.00,97632.00,13268.00,0.00,0.00,0.00,3140.00,-18412.00,512.00,95492.00,3632.00,0.00,-13328.00,538942.00,61554.00,50000.00,5382.00,2144.00,-8036.00,12064.00,443856.00,0.00,169560.00,21496.00,1676.00,9492.00,568.00,17484.00,10620.00,-48.00,0.00,9140.00,98128.00,10808.00,41396.00,8104.00,46924.00,-1492.00,0.00,33532.00
1986:Q1,369192.00,35012.00,28068.00,250709.00,174568.00,28236.00,57769.00,-9864.00,55403.00,369192.00,379892.00,238439.00,59843.00,79167.00,-44.00,2488.00,1828.00,-5620.00,0.00,0.00,0.00,460.00,-276.00,896.00,8000.00,-1632.00,0.00,-12528.00,369192.00,74967.00,53604.00,-8993.00,-660.00,12568.00,18448.00,308245.00,0.00,121556.00,8148.00,932.00,11460.00,1136.00,20329.00,-616.00,364.00,0.00,-16252.00,106892.00,5712.00,39560.00,936.00,8596.00,-508.00,0.00,-14020.00
1986:Q2,410722.00,26860.00,47224.00,269179.00,201048.00,31552.00,46555.00,-9976.00,67459.00,410722.00,379838.00,211367.00,89618.00,76457.00,-36.00,2432.00,49328.00,31104.00,0.00,0.00,0.00,1156.00,40800.00,1268.00,-23556.00,-1444.00,0.00,-18444.00,410722.00,-18217.00,-50244.00,-429.00,5092.00,15856.00,11508.00,398919.00,0.00,115292.00,8524.00,248.00,8788.00,880.00,22249.00,-3480.00,-812.00,0.00,19976.00,137940.00,10746.00,77272.00,1228.00,-24.00,92.00,0.00,30020.00
1986:Q3,512437.00,7636.00,104116.00,336074.00,257324.00,31904.00,56930.00,-10084.00,64611.00,512437.00,471201.00,301055.00,107035.00,63363.00,-48.00,-204.00,37940.00,17504.00,0.00,0.00,0.00,-1732.00,23704.00,308.00,-9004.00,7160.00,0.00,3296.00,512437.00,24391.00,-4452.00,4675.00,4672.00,11312.00,8184.00,445702.00,0.00,77628.00,48332.00,-24.00,9644.00,928.00,24452.00,-1532.00,668.00,0.00,2948.00,187296.00,10909.00,71080.00,412.00,10716.00,2244.00,0.00,42344.00
1986:Q4,673701.00,221448.00,122528.00,294074.00,182464.00,42224.00,79470.00,-10084.00,35651.00,673701.00,599853.00,326299.00,222936.00,49602.00,-16.00,1032.00,63756.00,39396.00,0.00,0.00,0.00,-1344.00,-13636.00,-88.00,40672.00,-1244.00,0.00,10092.00,673701.00,24751.00,23720.00,-4657.00,-6332.00,2968.00,9052.00,620910.00,0.00,303244.00,68136.00,100.00,15308.00,1092.00,19894.00,-5416.00,744.00,0.00,21304.00,222780.00,-54096.00,18696.00,-2564.00,7632.00,4056.00,0.00,28040.00
1987:Q1,222473.00,-56368.00,-39204.00,331541.00,259476.00,14036.00,66193.00,-8164.00,-13496.00,222473.00,273053.00,214128.00,-14887.00,74612.00,-36.00,-764.00,-52500.00,-6844.00,0.00,0.00,0.00,-2880.00,-16408.00,864.00,-28760.00,1528.00,0.00,1920.00,222473.00,50348.00,48800.00,5352.00,-6904.00,-10624.00,13724.00,210325.00,0.00,-18320.00,45768.00,116.00,11072.00,384.00,13055.00,-4636.00,-868.00,0.00,-22184.00,175376.00,9562.00,13436.00,960.00,-15448.00,2052.00,0.00,-38200.00
1987:Q2,470586.00,-10400.00,96352.00,337118.00,261868.00,18996.00,64510.00,-8256.00,47516.00,470586.00,447186.00,314240.00,93044.00,47474.00,-8.00,-7564.00,29408.00,33420.00,0.00,0.00,0.00,-120.00,92.00,516.00,-3280.00,-1220.00,0.00,-6008.00,470586.00,-7424.00,-23188.00,11452.00,-10048.00,2908.00,11452.00,457886.00,0.00,145616.00,32024.00,-32.00,14996.00,1224.00,17974.00,-3152.00,-420.00,0.00,21540.00,158828.00,15168.00,40756.00,-100.00,13288.00,176.00,0.00,20124.00
1987:Q3,449490.00,49396.00,65580.00,280542.00,217596.00,17808.00,53486.00,-8348.00,53972.00,449490.00,441090.00,272684.00,113553.00,54174.00,-12.00,692.00,23100.00,23804.00,0.00,0.00,0.00,0.00,-16124.00,668.00,12640.00,2112.00,0.00,-14700.00,449490.00,-9944.00,4172.00,13780.00,-8344.00,-23448.00,3896.00,448222.00,0.00,193012.00,21816.00,-16.00,16484.00,472.00,18359.00,-2332.00,720.00,0.00,25368.00,127768.00,25159.00,11968.00,1340.00,10024.00,-1920.00,0.00,11212.00
1987:Q4,393027.00,28528.00,-12432.00,335783.00,222504.00,16572.00,105051.00,-8344.00,41148.00,393027.00,396327.00,189212.00,153035.00,55884.00,-4.00,-1800.00,-22916.00,52764.00,0.00,0.00,0.00,0.00,-840.00,1232.00,-76504.00,432.00,0.00,19616.00,393027.00,-40764.00,-47388.00,2968.00,-1772.00,-268.00,5696.00,425107.00,0.00,219544.00,30412.00,140.00,15448.00,504.00,23028.00,-2080.00,-308.00,0.00,49668.00,89240.00,4335.00,64564.00,1956.00,-73224.00,1880.00,0.00,8684.00
1988:Q1,461589.00,49748.00,56172.00,297173.00,191264.00,47808.00,63053.00,-4952.00,58496.00,461589.00,490945.00,267984.00,142447.00,83345.00,0.00,-2832.00,-9316.00,-14412.00,0.00,0.00,0.00,0.00,-12020.00,744.00,13912.00,2460.00,0.00,-20040.00,461589.00,78848.00,44568.00,25728.00,9104.00,-5908.00,5356.00,358645.00,0.00,193844.00,24964.00,692.00,16504.00,580.00,18123.00,5636.00,468.00,0.00,2596.00,33788.00,7258.00,51460.00,1208.00,-4688.00,6212.00,0.00,24096.00
1988:Q2,491081.00,56920.00,63088.00,320153.00,246832.00,-9460.00,87737.00,-4956.00,50920.00,491081.00,455921.00,283128.00,84371.00,91978.00,4.00,-3560.00,43108.00,21180.00,0.00,0.00,0.00,0.00,18608.00,1264.00,2568.00,-512.00,0.00,-7948.00,491081.00,31204.00,-3252.00,21856.00,14124.00,-4236.00,2712.00,441181.00,0.00,190196.00,32356.00,1048.00,15708.00,520.00,19247.00,6620.00,756.00,0.00,36236.00,69896.00,7511.00,59408.00,160.00,2424.00,-904.00,0.00,18696.00
1988:Q3,442814.00,-19460.00,89232.00,333042.00,227528.00,13228.00,97294.00,-5008.00,40000.00,442814.00,468498.00,271052.00,102037.00,98217.00,-8.00,-2800.00,10640.00,26276.00,0.00,0.00,0.00,0.00,-8504.00,264.00,-4196.00,-3200.00,0.00,-36324.00,442814.00,34144.00,-11500.00,23912.00,13448.00,7268.00,1016.00,379746.00,0.00,206288.00,-22384.00,1152.00,14912.00,548.00,21760.00,10856.00,-204.00,0.00,27172.00,103288.00,10886.00,-340.00,2168.00,3600.00,44.00,0.00,28924.00
1988:Q4,478492.00,52160.00,49968.00,339516.00,229100.00,21072.00,94352.00,-5008.00,36848.00,478492.00,434484.00,267688.00,108018.00,62794.00,-16.00,-4000.00,59456.00,44732.00,0.00,0.00,0.00,0.00,6040.00,5144.00,3524.00,16.00,0.00,-15448.00,478492.00,-8192.00,-4856.00,21892.00,3072.00,-35016.00,6716.00,470772.00,0.00,162196.00,54780.00,996.00,14876.00,672.00,25262.00,10732.00,68.00,0.00,41736.00,96600.00,10346.00,50040.00,3336.00,5500.00,-6368.00,0.00,15912.00
1989:Q1,408533.00,36542.00,109419.00,217185.00,156217.00,13219.00,49785.00,-2036.00,45388.00,408533.00,382036.00,208636.00,117850.00,54049.00,-4.00,1504.00,41763.00,44276.00,0.00,0.00,0.00,0.00,-15897.00,3152.00,7664.00,2568.00,0.00,-15266.00,408533.00,-13780.00,8296.00,-25501.00,-4860.00,1977.00,6308.00,393575.00,0.00,123887.00,24359.00,696.00,15553.00,820.00,22361.00,3856.00,-1884.00,0.00,45662.00,100687.00,34869.00,34237.00,-1068.00,-16672.00,6212.00,0.00,28738.00
1989:Q2,429792.00,26523.00,95601.00,253448.00,208473.00,20659.00,26379.00,-2064.00,54220.00,429792.00,436744.00,276578.00,110236.00,49825.00,-4.00,108.00,37114.00,-8696.00,0.00,0.00,0.00,0.00,14314.00,544.00,33372.00,-2420.00,0.00,-44066.00,429792.00,6934.00,33720.00,-18025.00,-14268.00,-1981.00,7488.00,383519.00,0.00,166624.00,-17695.00,240.00,11526.00,992.00,22098.00,6568.00,-56.00,0.00,1913.00,96094.00,20356.00,56755.00,-264.00,21212.00,-2844.00,0.00,39338.00
1989:Q3,270467.00,20751.00,-83382.00,297334.00,255121.00,3297.00,41000.00,-2084.00,35764.00,270467.00,325940.00,253826.00,29160.00,45366.00,-4.00,-2408.00,-34500.00,-42188.00,0.00,0.00,0.00,0.00,37796.00,768.00,-28812.00,-2064.00,0.00,-20973.00,270467.00,-55726.00,-22324.00,-11475.00,-15896.00,-11179.00,5148.00,338150.00,0.00,92582.00,21631.00,644.00,9163.00,972.00,25317.00,7228.00,708.00,0.00,-28773.00,130118.00,1634.00,70771.00,-612.00,-1388.00,8156.00,0.00,-11957.00
1989:Q4,416381.00,3168.00,68299.00,292370.00,285618.00,4746.00,4094.00,-2088.00,52544.00,416381.00,422894.00,349765.00,28940.00,44313.00,0.00,-124.00,16583.00,-35196.00,0.00,0.00,0.00,0.00,16539.00,800.00,36256.00,-1816.00,0.00,-23096.00,416381.00,58477.00,56539.00,12305.00,-15776.00,-903.00,6312.00,324552.00,0.00,6235.00,22345.00,1896.00,4159.00,760.00,28440.00,8860.00,16.00,0.00,-17792.00,170148.00,75337.00,35601.00,664.00,-7016.00,-5100.00,0.00,33352.00
1990:Q1,308395.00,-54033.00,55332.00,289064.00,231492.00,7638.00,51045.00,-1112.00,18032.00,308395.00,391352.00,240717.00,126015.00,23615.00,4.00,1000.00,-42704.00,-27376.00,0.00,0.00,0.00,0.00,5556.00,800.00,-21772.00,88.00,0.00,-40253.00,308395.00,30818.00,-6059.00,-1496.00,-6504.00,39965.00,4912.00,213915.00,0.00,-468.00,-13635.00,3548.00,7075.00,620.00,40622.00,64.00,-472.00,0.00,-12598.00,142464.00,17818.00,29414.00,-308.00,-2252.00,2024.00,0.00,63662.00
1990:Q2,307429.00,10015.00,48823.00,230522.00,244384.00,-23937.00,11200.00,-1124.00,18068.00,307429.00,314023.00,234701.00,86207.00,-7474.00,-12.00,600.00,-5290.00,-20859.00,0.00,0.00,0.00,0.00,15193.00,800.00,2940.00,-3364.00,0.00,-1304.00,307429.00,52226.00,16026.00,-5910.00,-3464.00,40638.00,4936.00,206695.00,0.00,-72639.00,11449.00,5600.00,1371.00,548.00,22912.00,3476.00,248.00,0.00,-28052.00,156133.00,62160.00,52665.00,-124.00,-7820.00,-1232.00,0.00,48507.00
1990:Q3,225500.00,-28830.00,12209.00,210461.00,186692.00,9299.00,15609.00,-1140.00,31660.00,225500.00,284983.00,235494.00,48689.00,-796.00,-4.00,1600.00,-42232.00,-33604.00,0.00,0.00,0.00,0.00,-13200.00,1200.00,9148.00,-5776.00,0.00,-17250.00,225500.00,89334.00,21967.00,4593.00,-2600.00,60670.00,4704.00,82815.00,0.00,-90619.00,6033.00,5204.00,7204.00,388.00,-3857.00,1740.00,272.00,0.00,-24240.00,137338.00,34533.00,27411.00,-92.00,-13200.00,-5300.00,0.00,53351.00
1990:Q4,204857.00,-30341.00,67088.00,175446.00,169765.00,2084.00,4733.00,-1136.00,-7336.00,204857.00,219683.00,196356.00,37069.00,-14053.00,0.00,312.00,16883.00,-13877.00,0.00,0.00,0.00,-480.00,5436.00,800.00,27524.00,-2520.00,0.00,-31709.00,204857.00,52075.00,46596.00,9553.00,-3808.00,-6730.00,6464.00,118058.00,0.00,-172786.00,36669.00,2364.00,3550.00,144.00,11403.00,1148.00,3000.00,0.00,7771.00,165313.00,70818.00,-21146.00,-2116.00,8348.00,3576.00,0.00,34724.00
1991:Q1,47906.00,-30352.00,-137692.00,214075.00,177104.00,6129.00,31022.00,-180.00,1875.00,47906.00,70757.00,189426.00,-110792.00,-7610.00,4.00,-272.00,-12578.00,-34048.00,0.00,0.00,0.00,0.00,27554.00,560.00,-2928.00,-3716.00,0.00,-10273.00,47906.00,30320.00,-1654.00,-6903.00,-5884.00,39321.00,5440.00,92882.00,0.00,-89109.00,21202.00,-468.00,-2923.00,-104.00,17526.00,-6040.00,2004.00,0.00,-17239.00,121782.00,58312.00,598.00,-1208.00,-7768.00,-3684.00,0.00,-75296.00
1991:Q2,65722.00,-65323.00,-91362.00,230444.00,213749.00,4985.00,11893.00,-184.00,-8037.00,65722.00,136662.00,225128.00,-87441.00,-312.00,-4.00,-708.00,-44625.00,-47768.00,0.00,0.00,0.00,0.00,4575.00,624.00,620.00,-2676.00,0.00,-26315.00,65722.00,21569.00,-1761.00,-3063.00,-5300.00,29541.00,2152.00,70511.00,0.00,-166093.00,22366.00,-3288.00,414.00,-372.00,7295.00,-8044.00,-960.00,0.00,-30329.00,142708.00,86608.00,21107.00,-116.00,2780.00,-3564.00,0.00,-26358.00
1991:Q3,-56264.00,-26974.00,-7493.00,-2768.00,74809.00,-30187.00,-47206.00,-184.00,-19029.00,-56264.00,-21562.00,147046.00,-103316.00,-66885.00,0.00,1592.00,-33168.00,-47451.00,0.00,0.00,0.00,0.00,-30357.00,852.00,45716.00,-1928.00,0.00,-1534.00,-56264.00,52461.00,48436.00,9513.00,-5288.00,-3568.00,3368.00,-68517.00,0.00,-267183.00,53164.00,-3712.00,5826.00,-504.00,-658.00,-5548.00,1412.00,0.00,-42635.00,149316.00,84277.00,-70917.00,-604.00,29988.00,-740.00,0.00,-40208.00
1991:Q4,153816.00,-25899.00,41791.00,147974.00,191541.00,5806.00,-49189.00,-184.00,-10049.00,153816.00,41059.00,222642.00,-152449.00,-29975.00,0.00,840.00,108231.00,-19800.00,0.00,0.00,0.00,-120.00,27984.00,2336.00,104036.00,-6204.00,0.00,4526.00,153816.00,68913.00,84204.00,8641.00,-3640.00,-23365.00,3072.00,132413.00,0.00,-131470.00,46836.00,-1756.00,3883.00,-516.00,-38363.00,-7068.00,844.00,0.00,7365.00,132707.00,59703.00,20741.00,-940.00,40028.00,420.00,0.00,-47509.00
1992:Q1,35844.00,-43443.00,-84272.00,156809.00,193750.00,-720.00,-36650.00,428.00,6750.00,35844.00,97231.00,196954.00,-81563.00,-18317.00,0.00,156.00,-45961.00,13221.00,0.00,0.00,4.00,0.00,11299.00,2692.00,-71144.00,-2032.00,0.00,-15426.00,35844.00,-73126.00,-73053.00,-14287.00,-2660.00,16910.00,-36.00,104142.00,0.00,-82135.00,-27274.00,820.00,-513.00,-492.00,-4378.00,-3932.00,-2852.00,0.00,52724.00,92953.00,82146.00,13990.00,-664.00,-15356.00,-896.00,0.00,4827.00
1992:Q2,93766.00,-18344.00,53357.00,66320.00,108694.00,-15386.00,-27412.00,424.00,-7566.00,93766.00,49593.00,150854.00,-70862.00,-30191.00,-8.00,-200.00,25889.00,-2590.00,0.00,0.00,12.00,0.00,-5689.00,688.00,34936.00,-1468.00,0.00,18284.00,93766.00,10900.00,28364.00,3786.00,-2360.00,-19614.00,724.00,92357.00,0.00,-148583.00,24492.00,976.00,-213.00,-484.00,-17861.00,-4676.00,3572.00,0.00,16058.00,157039.00,74535.00,-33926.00,2596.00,20420.00,-1588.00,0.00,-9491.00
1992:Q3,158660.00,-8549.00,34087.00,120332.00,179328.00,-13960.00,-45468.00,432.00,12790.00,158660.00,136701.00,192401.00,-21487.00,-34012.00,0.00,-200.00,25097.00,3737.00,44.00,0.00,180.00,0.00,15804.00,1776.00,4116.00,-560.00,0.00,-3139.00,158660.00,-21387.00,-5758.00,12887.00,356.00,-28321.00,-552.00,164786.00,0.00,-68402.00,-7025.00,1064.00,2527.00,-616.00,-15078.00,-2608.00,-3040.00,0.00,34870.00,98639.00,82396.00,38464.00,-316.00,-1968.00,5880.00,0.00,15261.00
1992:Q4,91820.00,-31776.00,-1493.00,100311.00,187690.00,-22626.00,-65185.00,432.00,24778.00,91820.00,153496.00,261243.00,-84137.00,-23290.00,0.00,-320.00,-38297.00,-16856.00,140.00,0.00,-168.00,-120.00,-13373.00,-7928.00,5416.00,-5408.00,0.00,-23379.00,91820.00,-16053.00,-13138.00,12882.00,1244.00,-16728.00,-312.00,98974.00,0.00,-87780.00,2835.00,1004.00,7799.00,-896.00,-9955.00,-3504.00,588.00,0.00,39267.00,113600.00,61263.00,-16452.00,2648.00,-9464.00,-1980.00,0.00,8899.00
1993:Q1,52649.00,-97790.00,72599.00,45820.00,83439.00,-8415.00,-29751.00,548.00,32019.00,52649.00,17615.00,180165.00,-123510.00,-38560.00,0.00,-480.00,66201.00,50820.00,-4.00,0.00,128.00,0.00,-38435.00,800.00,53052.00,-160.00,0.00,-31167.00,52649.00,-4208.00,54837.00,-29395.00,-6640.00,-23002.00,-8.00,82510.00,0.00,-3940.00,-80916.00,820.00,13979.00,-1204.00,-9958.00,432.00,-3232.00,0.00,77204.00,113074.00,60689.00,-108270.00,200.00,25204.00,-1572.00,0.00,-25653.00
1993:Q2,246883.00,20743.00,34044.00,149605.00,200588.00,-11370.00,-40166.00,552.00,42491.00,246883.00,157928.00,239196.00,-64658.00,-16062.00,0.00,-548.00,97213.00,17164.00,316.00,0.00,580.00,0.00,12304.00,1292.00,65124.00,432.00,0.00,-8258.00,246883.00,2600.00,38403.00,3559.00,-2076.00,-25123.00,-12164.00,257559.00,0.00,92479.00,-14300.00,688.00,10857.00,-1584.00,-10167.00,-1296.00,-4556.00,0.00,92375.00,10834.00,50905.00,31348.00,796.00,-2908.00,2088.00,0.00,-13276.00
1993:Q3,278591.00,23055.00,33032.00,153472.00,178896.00,-5212.00,-20768.00,556.00,69031.00,278591.00,262770.00,314899.00,-29537.00,-21888.00,-4.00,-700.00,7110.00,20826.00,336.00,0.00,-140.00,0.00,-15256.00,5932.00,-6308.00,1720.00,0.00,8711.00,278591.00,-33036.00,-19070.00,9590.00,-1444.00,-17369.00,-4744.00,329058.00,0.00,73880.00,-11625.00,648.00,10540.00,-1600.00,-10102.00,1976.00,2196.00,0.00,62362.00,113468.00,47434.00,7439.00,984.00,33312.00,-1852.00,0.00,-17431.00
1993:Q4,282385.00,47491.00,13162.00,119672.00,163236.00,6312.00,-50436.00,560.00,102059.00,282385.00,258333.00,310488.00,-44937.00,-6095.00,-4.00,-1120.00,16497.00,-1086.00,104.00,0.00,388.00,0.00,-13425.00,5568.00,23556.00,1392.00,0.00,7555.00,282385.00,-28863.00,3041.00,12889.00,-3116.00,-37018.00,-4660.00,317975.00,0.00,107417.00,5350.00,748.00,13025.00,-1280.00,-19605.00,-7360.00,-2104.00,0.00,39021.00,101498.00,66207.00,-14181.00,236.00,34988.00,-5984.00,0.00,-6727.00
1994:Q1,312246.00,-12380.00,74580.00,143967.00,174582.00,-564.00,-31506.00,1456.00,106079.00,312246.00,333584.00,288183.00,40807.00,4609.00,0.00,-16.00,19156.00,24194.00,96.00,0.00,36.00,-19160.00,-23050.00,12408.00,24360.00,272.00,0.00,-40493.00,312246.00,-57229.00,9887.00,-13051.00,-4084.00,-48080.00,-1900.00,347856.00,0.00,43418.00,-32464.00,1260.00,19824.00,-676.00,-6392.00,-1748.00,432.00,0.00,58042.00,191423.00,75798.00,-10525.00,6592.00,3640.00,-768.00,0.00,21619.00
1994:Q2,357334.00,23163.00,26041.00,173251.00,170548.00,4373.00,-3146.00,1476.00,134879.00,357334.00,373099.00,292061.00,67737.00,12958.00,0.00,344.00,-12616.00,16467.00,164.00,0.00,24.00,0.00,-23588.00,15200.00,-27008.00,6124.00,0.00,-3149.00,357334.00,442.00,-15609.00,19697.00,7224.00,-11094.00,224.00,359553.00,0.00,169008.00,-24665.00,1708.00,22939.00,-676.00,-1448.00,64.00,1216.00,0.00,23420.00,128414.00,29077.00,5671.00,6596.00,-3720.00,1948.00,0.00,-2660.00
1994:Q3,423470.00,58796.00,55558.00,173128.00,163133.00,-666.00,9169.00,1492.00,135987.00,423470.00,414997.00,295251.00,95069.00,22905.00,0.00,1772.00,16302.00,28272.00,468.00,0.00,32.00,0.00,-15533.00,15200.00,-13540.00,1404.00,0.00,-7829.00,423470.00,17762.00,-7115.00,20134.00,1024.00,-1405.00,5124.00,409692.00,0.00,196868.00,8623.00,3024.00,25960.00,-680.00,5649.00,-8.00,332.00,0.00,25505.00,85163.00,25676.00,42871.00,5464.00,-14140.00,-616.00,0.00,-3983.00
1994:Q4,541150.00,108253.00,103372.00,166474.00,200664.00,-1050.00,-34632.00,1492.00,163051.00,541150.00,502305.00,405061.00,80525.00,17235.00,0.00,-516.00,35446.00,19343.00,164.00,0.00,1292.00,0.00,-6053.00,6236.00,9236.00,5228.00,0.00,3399.00,541150.00,66743.00,-7432.00,27069.00,3636.00,38030.00,5440.00,483046.00,0.00,259618.00,36706.00,6940.00,27677.00,-676.00,891.00,-19064.00,700.00,0.00,15974.00,56125.00,29400.00,59459.00,188.00,9932.00,-824.00,0.00,-8639.00
1995:Q1,542073.00,132914.00,75021.00,185273.00,159661.00,-2501.00,26329.00,1784.00,148865.00,542073.00,519285.00,290517.00,182796.00,45536.00,0.00,436.00,20875.00,14473.00,-312.00,0.00,-28.00,0.00,-3823.00,2032.00,9296.00,-764.00,0.00,1914.00,542073.00,1734.00,13432.00,-4627.00,-3112.00,-9078.00,5120.00,534892.00,0.00,291958.00,31266.00,1636.00,25137.00,-980.00,7129.00,784.00,792.00,0.00,24098.00,56238.00,72035.00,41227.00,1788.00,-20804.00,2588.00,0.00,5447.00
1995:Q2,519957.00,144189.00,34123.00,195112.00,177116.00,8432.00,7756.00,1808.00,146533.00,519957.00,482798.00,324653.00,123002.00,35291.00,0.00,-148.00,27488.00,-12980.00,-132.00,0.00,148.00,0.00,14664.00,4740.00,27700.00,-6652.00,0.00,9671.00,519957.00,-3480.00,1533.00,14340.00,-1412.00,-22417.00,4476.00,520925.00,0.00,240379.00,40320.00,3252.00,12726.00,-976.00,3341.00,788.00,644.00,0.00,-2060.00,68902.00,72696.00,84552.00,1788.00,-4432.00,-996.00,0.00,2512.00
1995:Q3,540540.00,93234.00,77985.00,216836.00,185427.00,4448.00,25137.00,1824.00,152485.00,540540.00,518346.00,385944.00,77200.00,52846.00,0.00,2356.00,20986.00,2518.00,92.00,0.00,-52.00,0.00,587.00,2712.00,12836.00,2292.00,0.00,1209.00,540540.00,-10718.00,1577.00,-732.00,-2260.00,-9815.00,512.00,559350.00,0.00,196382.00,12535.00,2032.00,13984.00,-1024.00,25104.00,784.00,752.00,0.00,24185.00,102842.00,93758.00,53015.00,1784.00,34440.00,-1224.00,0.00,-8091.00
1995:Q4,458259.00,73595.00,96088.00,148499.00,147646.00,13968.00,-14943.00,1828.00,140077.00,458259.00,374056.00,290217.00,38209.00,47722.00,0.00,-2092.00,72772.00,10341.00,20.00,0.00,-388.00,0.00,-18409.00,7780.00,70676.00,2752.00,0.00,11430.00,458259.00,9045.00,73650.00,-8957.00,-1428.00,-57319.00,3100.00,449041.00,0.00,87993.00,21387.00,3948.00,14953.00,-936.00,-4322.00,788.00,768.00,796.00,23640.00,165321.00,120943.00,7358.00,-2196.00,6332.00,1396.00,872.00,172.00
1996:Q1,692474.00,101043.00,163959.00,310682.00,270890.00,3444.00,33665.00,2684.00,116789.00,692474.00,529765.00,412502.00,54722.00,62009.00,0.00,532.00,156447.00,34669.00,-88.00,0.00,2524.00,0.00,21330.00,7788.00,47756.00,42468.00,0.00,6262.00,692474.00,58400.00,35272.00,-5955.00,-1592.00,28663.00,2012.00,640515.00,0.00,170132.00,25132.00,3524.00,20301.00,-980.00,7723.00,780.00,752.00,796.00,27514.00,146555.00,118394.00,78695.00,-2192.00,43436.00,-1512.00,1464.00,-6441.00
1996:Q2,580190.00,95760.00,86372.00,287969.00,235866.00,12932.00,36487.00,2684.00,110089.00,580190.00,512601.00,337032.00,104168.00,69170.00,-4.00,2236.00,36393.00,39454.00,-224.00,0.00,280.00,0.00,10023.00,10900.00,-19368.00,-4672.00,0.00,31195.00,580190.00,-39816.00,-18680.00,-30478.00,-2240.00,9382.00,2200.00,604906.00,0.00,188515.00,40581.00,2364.00,21879.00,-16.00,649.00,780.00,792.00,796.00,35678.00,157248.00,117864.00,33838.00,-2196.00,4332.00,340.00,1464.00,15100.00
1996:Q3,508405.00,122319.00,70473.00,225305.00,195014.00,9720.00,17855.00,2716.00,90309.00,508405.00,490569.00,288516.00,120962.00,80083.00,-4.00,1012.00,28528.00,31741.00,296.00,0.00,-404.00,0.00,-5389.00,13004.00,-8772.00,-1948.00,0.00,-10692.00,508405.00,-42051.00,-10968.00,-24582.00,-756.00,-10025.00,4280.00,509848.00,0.00,237085.00,26483.00,1832.00,20734.00,-112.00,3076.00,792.00,808.00,796.00,21293.00,129690.00,73732.00,3360.00,-1516.00,-10292.00,616.00,1472.00,40609.00
